UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2568,L51301,L,298.5,307.1,1678,25.4,196,0,0,0,0,0,0
2569,M10749,M,298.5,307.1,1728,27.0,199,0,0,0,0,0,0
2570,H70520,H,298.4,307.1,1724,49.9,204,1,0,0,1,0,0
2571,L51302,L,298.5,307.1,1647,55.1,206,1,0,0,1,1,0
2572,M10750,M,298.5,307.1,1476,29.2,209,1,1,0,0,0,0
2573,M10751,M,298.4,307.0,1899,40.7,212,0,0,0,0,0,0
2574,H70521,H,298.4,307.1,1695,24.3,217,0,0,0,0,0,0
2575,M10752,M,298.4,307.1,1811,30.2,220,1,1,0,0,0,0
2576,M10753,M,298.3,307.0,1686,42.6,223,0,0,0,0,0,0
2577,M10754,M,298.4,307.0,1677,34.8,226,0,0,0,0,0,0
2578,H70522,H,298.4,306.9,1728,20.8,231,1,1,0,0,0,0
2579,L51303,L,298.4,307.0,1461,57.2,233,1,0,0,0,1,0
2580,H70523,H,298.4,307.0,1537,39.5,238,0,0,0,0,0,0
2581,L51304,L,298.3,306.9,1692,29.0,240,1,1,0,0,0,0
2582,H70524,H,298.3,306.9,1518,41.3,245,0,0,0,0,0,0
2583,L51305,L,298.3,306.9,1803,39.2,18,0,0,0,0,0,0
2584,L51306,L,298.2,306.9,1637,44.2,20,0,0,0,0,0,0
2585,L51307,L,298.2,306.9,1856,36.6,22,0,0,0,0,0,0
2586,L51308,L,298.2,306.9,1594,43.1,24,0,0,0,0,0,0
2587,L51309,L,298.2,306.4,1548,49.4,26,0,0,0,0,0,0
2588,L51310,L,298.2,306.9,1772,26.8,28,0,0,0,0,0,0
2589,L51311,L,298.2,306.9,1663,33.1,30,0,0,0,0,0,0
2590,L51312,L,298.3,306.9,1694,48.4,32,0,0,0,0,0,0
2591,M10755,M,298.2,306.8,1458,34.5,35,0,0,0,0,0,0
2592,H70525,H,298.3,306.9,1753,39.2,40,0,0,0,0,0,0
2593,M10756,M,298.3,306.8,1797,35.3,43,0,0,0,0,0,0
2594,L51313,L,298.2,306.8,1745,35.9,45,0,0,0,0,0,0
2595,L51314,L,298.2,306.9,1626,35.1,47,0,0,0,0,0,0
2596,H70526,H,298.2,306.9,1818,27.4,52,0,0,0,0,0,0
2597,L51315,L,298.2,306.9,1689,44.6,54,0,0,0,0,0,0
2598,L51316,L,298.2,306.8,1539,50.6,56,0,0,0,0,0,0
2599,H70527,H,298.2,306.8,1615,38.2,61,0,0,0,0,0,0
2600,H70528,H,298.1,306.8,1592,49.5,66,0,0,0,0,0,0
2601,L51317,L,298.2,306.8,1776,35.1,68,0,0,0,0,0,0
2602,M10757,M,298.1,306.8,1689,34.5,71,0,0,0,0,0,0
2603,L51318,L,298.1,306.8,1628,44.1,73,0,0,0,0,0,0
2604,M10758,M,298.1,306.8,1613,44.3,76,0,0,0,0,0,0
2605,L51319,L,298.1,306.8,1624,38.9,78,0,0,0,0,0,0
2606,L51320,L,298.0,306.7,1510,46.8,80,0,0,0,0,0,0
2607,M10759,M,298.1,306.7,1788,27.1,83,0,0,0,0,0,0
2608,L51321,L,298.1,306.8,1574,37.0,85,0,0,0,0,0,0
2609,M10760,M,298.1,306.8,1606,49.6,88,0,0,0,0,0,0
2610,L51322,L,298.2,306.8,1563,49.6,90,0,0,0,0,0,0
2611,H70529,H,298.2,306.8,1675,48.4,95,0,0,0,0,0,0
2612,H70530,H,298.1,306.8,1566,50.2,100,0,0,0,0,0,0
2613,L51323,L,298.1,306.4,1579,36.3,102,0,0,0,0,0,0
2614,M10761,M,298.1,306.8,1828,22.9,105,0,0,0,0,0,0
2615,L51324,L,298.1,306.8,1589,37.4,107,0,0,0,0,0,0
2616,L51325,L,298.1,306.8,1631,46.4,109,0,0,0,0,0,0
2617,L51326,L,298.1,306.8,1723,48.0,111,0,0,0,0,0,0
2618,H70531,H,298.2,306.9,1612,34.7,116,0,0,0,0,0,0
2619,H70532,H,298.2,306.9,1691,30.3,121,0,0,0,0,0,0
2620,H70533,H,298.2,307.0,1656,31.3,126,0,0,0,0,0,0
2621,H70534,H,298.2,307.0,1690,34.6,131,0,0,0,0,0,0
2622,H70535,H,298.1,306.9,1742,21.0,136,0,0,0,0,0,0
2623,L51327,L,298.2,306.9,1760,34.7,138,0,0,0,0,0,0
2624,H70536,H,298.1,306.9,1592,40.5,143,0,0,0,0,0,0
2625,M10762,M,298.1,306.9,1770,39.0,6,0,0,0,0,0,0
2626,L51328,L,298.1,306.8,1812,36.7,8,0,0,0,0,0,0
2627,M10763,M,298.0,306.8,1359,33.1,11,0,0,0,0,0,0
2628,L51329,L,298.0,306.8,1609,34.3,7,0,0,0,0,0,0
2629,L51330,L,298.0,306.8,1675,34.4,9,0,0,0,0,0,0
2630,L51331,L,298.0,306.8,1602,47.1,11,0,0,0,0,0,0
2631,L51332,L,298.0,306.8,1810,40.0,13,0,0,0,0,0,0
2632,L51333,L,298.0,306.8,1476,71.7,15,1,0,0,1,0,0
2633,H70537,H,298.0,306.8,1792,36.7,20,0,0,0,0,0,0
2634,M10764,M,298.0,306.8,1637,44.4,23,0,0,0,0,0,0
2635,M10765,M,298.0,306.8,1670,36.9,26,0,0,0,0,0,0
2636,L51334,L,298.0,306.8,1635,36.7,28,0,0,0,0,0,0
2637,L51335,L,298.0,306.8,1545,55.6,30,0,0,0,0,0,0
2638,L51336,L,298.0,306.8,1678,50.0,32,0,0,0,0,0,0
2639,H70538,H,298.0,306.8,1675,22.5,37,0,0,0,0,0,0
2640,L51337,L,298.0,306.8,1790,29.8,39,0,0,0,0,0,0
2641,M10766,M,298.0,306.8,1787,38.6,42,0,0,0,0,0,0
2642,M10767,M,298.0,306.8,1624,34.8,45,0,0,0,0,0,0
2643,M10768,M,298.0,306.8,1837,24.9,48,0,0,0,0,0,0
2644,H70539,H,298.0,306.7,1738,41.2,53,0,0,0,0,0,0
2645,L51338,L,298.0,306.8,1826,21.2,55,0,0,0,0,0,0
2646,H70540,H,297.9,306.7,1586,41.3,60,0,0,0,0,0,0
2647,M10769,M,297.9,306.6,1601,47.3,63,0,0,0,0,0,0
2648,M10770,M,297.9,306.6,1594,48.7,66,0,0,0,0,0,0
2649,M10771,M,297.9,306.6,1846,38.6,69,0,0,0,0,0,0
2650,H70541,H,297.9,306.6,1571,55.1,74,1,0,0,1,0,0
2651,H70542,H,297.9,306.6,1616,43.3,79,0,0,0,0,0,0
2652,L51339,L,297.8,306.6,1503,48.5,81,0,0,0,0,0,0
2653,H70543,H,297.9,306.6,1601,32.6,86,0,0,0,0,0,0
2654,M10772,M,297.9,306.6,1509,55.2,89,0,0,0,0,0,0
2655,L51340,L,297.8,306.6,1683,40.0,91,0,0,0,0,0,0
2656,H70544,H,297.8,306.6,1440,55.8,96,0,0,0,0,0,0
2657,L51341,L,297.8,306.6,1519,53.6,98,0,0,0,0,0,0
2658,M10773,M,297.8,306.6,1469,42.6,101,0,0,0,0,0,0
2659,L51342,L,297.8,306.6,2175,44.1,103,1,0,0,1,0,0
2660,L51343,L,297.9,306.6,1669,38.2,105,0,0,0,0,0,0
2661,H70545,H,297.9,306.6,1721,31.8,110,0,0,0,0,0,0
2662,L51344,L,297.8,306.6,1521,46.0,112,0,0,0,0,0,0
2663,L51345,L,297.8,306.5,1726,45.4,114,0,0,0,0,0,0
2664,L51346,L,297.8,306.6,1869,23.8,116,0,0,0,0,0,0
2665,L51347,L,297.8,306.5,1660,39.2,118,0,0,0,0,0,0
2666,H70546,H,297.8,306.5,1562,48.7,123,0,0,0,0,0,0
2667,H70547,H,297.8,306.5,1623,54.7,128,1,0,0,1,0,0
2668,L51348,L,297.8,306.5,1678,47.3,130,0,0,0,0,0,0
2669,M10774,M,297.8,306.5,1807,24.8,133,0,0,0,0,0,0
2670,L51349,L,297.8,306.5,1765,29.5,135,0,0,0,0,0,0
2671,M10775,M,297.8,306.3,1755,36.5,138,0,0,0,0,0,0
2672,L51350,L,297.8,306.5,1515,54.0,140,0,0,0,0,0,0
2673,L51351,L,297.8,306.5,1764,33.9,142,0,0,0,0,0,0
2674,L51352,L,297.8,306.6,1554,50.6,144,0,0,0,0,0,0
2675,M10776,M,297.9,306.6,1457,33.8,147,0,0,0,0,0,0
2676,M10777,M,297.8,306.6,1581,45.3,150,0,0,0,0,0,0
2677,L51353,L,297.8,306.5,1649,30.6,152,0,0,0,0,0,0
2678,H70548,H,297.8,306.5,1682,38.1,157,0,0,0,0,0,0
2679,M10778,M,297.8,306.5,1784,28.7,160,0,0,0,0,0,0
2680,L51354,L,297.8,306.5,1592,54.4,162,1,0,0,1,0,0
2681,H70549,H,297.7,306.5,1867,33.1,167,0,0,0,0,0,0
2682,H70550,H,297.7,305.9,1683,24.5,172,0,0,0,0,0,0
2683,L51355,L,297.7,306.4,1556,23.7,174,0,0,0,0,0,0
2684,M10779,M,297.7,306.4,1679,39.1,177,0,0,0,0,0,0
2685,L51356,L,297.7,306.4,1625,35.4,179,0,0,0,0,0,0
2686,M10780,M,297.7,306.4,1519,46.5,182,0,0,0,0,0,0
2687,L51357,L,297.7,306.4,1635,37.6,184,0,0,0,0,0,0
2688,M10781,M,297.6,306.3,1519,51.7,187,0,0,0,0,0,0
2689,L51358,L,297.7,306.4,1608,36.1,189,0,0,0,0,0,0
2690,M10782,M,297.7,306.4,1734,50.3,192,1,0,0,1,0,0
2691,H70551,H,297.6,306.4,1711,30.5,197,0,0,0,0,0,0
2692,L51359,L,297.6,306.3,1704,25.0,199,0,0,0,0,0,0
2693,H70552,H,297.6,306.3,1837,31.8,204,1,1,0,0,0,0
2694,H70553,H,297.6,306.3,1682,28.7,209,0,0,0,0,0,0
2695,H70554,H,297.7,306.4,1604,27.6,214,0,0,0,0,0,0
2696,L51360,L,297.7,306.4,1509,44.1,216,0,0,0,0,0,0
2697,H70555,H,297.7,306.4,1307,37.4,221,0,0,0,0,0,0
2698,L51361,L,297.7,306.4,1495,41.4,223,1,1,0,0,0,0
2699,L51362,L,297.6,306.3,1517,45.3,225,1,1,0,0,0,0
2700,H70556,H,297.7,306.3,1703,23.1,230,0,0,0,0,0,0
2701,M10783,M,297.7,306.4,1722,45.7,233,0,0,0,0,0,0
2702,M10784,M,297.7,306.4,1829,27.9,236,0,0,0,0,0,0
2703,L51363,L,297.7,306.4,1739,34.2,238,0,0,0,0,0,0
2704,H70557,H,297.7,306.4,1748,21.1,243,0,0,0,0,0,0
2705,M10785,M,297.7,306.4,1565,46.5,246,0,0,0,0,0,0
2706,L51364,L,297.7,306.4,1773,23.1,248,0,0,0,0,0,0
2707,H70558,H,297.7,306.4,1873,28.0,253,0,0,0,0,0,0
2708,L51365,L,297.7,306.4,1721,28.7,7,0,0,0,0,0,0
2709,L51366,L,297.7,306.4,1615,38.7,9,0,0,0,0,0,0
2710,M10786,M,297.7,306.4,1644,38.4,12,0,0,0,0,0,0
2711,H70559,H,297.7,306.4,1584,48.1,17,0,0,0,0,0,0
2712,L51367,L,297.7,306.4,1705,39.0,19,0,0,0,0,0,0
2713,L51368,L,297.7,306.4,1531,49.7,21,0,0,0,0,0,0
2714,L51369,L,297.7,306.4,1667,43.8,23,0,0,0,0,0,0
2715,H70560,H,297.7,306.4,1750,30.5,28,0,0,0,0,0,0
2716,L51370,L,297.7,306.4,1716,33.3,30,0,0,0,0,0,0
2717,M10787,M,297.7,306.3,1474,55.1,33,0,0,0,0,0,0
2718,H70561,H,297.7,306.4,1573,52.3,38,0,0,0,0,0,0
2719,L51371,L,297.7,306.3,1210,48.2,40,0,0,0,0,0,0
2720,M10788,M,297.6,306.3,1594,49.6,43,0,0,0,0,0,0
2721,M10789,M,297.6,306.3,1566,44.7,46,0,0,0,0,0,0
2722,H70562,H,297.7,306.3,1744,43.4,51,0,0,0,0,0,0
2723,L51372,L,297.7,306.3,1664,40.5,53,0,0,0,0,0,0
2724,L51373,L,297.7,306.3,1416,57.0,55,0,0,0,0,0,0
2725,L51374,L,297.7,306.4,1554,35.4,57,0,0,0,0,0,0
2726,M10790,M,297.7,306.3,1746,42.4,60,0,0,0,0,0,0
2727,M10791,M,297.7,306.3,1723,22.9,63,0,0,0,0,0,0
2728,L51375,L,297.7,306.3,1689,25.7,65,0,0,0,0,0,0
2729,L51376,L,297.7,306.3,1657,58.2,67,1,0,0,1,0,0
2730,H70563,H,297.6,306.3,1604,46.2,72,0,0,0,0,0,0
2731,L51377,L,297.6,306.3,1553,37.9,74,0,0,0,0,0,0
2732,L51378,L,297.6,306.3,1544,40.8,76,0,0,0,0,0,0
2733,M10792,M,297.6,306.3,1777,26.4,79,0,0,0,0,0,0
2734,L51379,L,297.7,306.4,1855,35.7,81,0,0,0,0,0,0
2735,L51380,L,297.7,306.4,1801,25.4,83,0,0,0,0,0,0
2736,L51381,L,297.7,306.4,1631,37.0,85,0,0,0,0,0,0
2737,L51382,L,297.7,306.4,1594,46.8,87,0,0,0,0,0,0
2738,M10793,M,297.7,306.4,1631,44.5,90,0,0,0,0,0,0
2739,M10794,M,297.6,306.3,1386,55.9,93,0,0,0,0,0,0
2740,M10795,M,297.6,306.3,1637,42.9,96,0,0,0,0,0,0
2741,L51383,L,297.6,306.3,1831,15.2,98,1,0,0,1,0,0
2742,H70564,H,297.7,306.4,1708,59.5,103,1,0,0,1,0,0
2743,L51384,L,297.7,306.4,1792,31.6,105,0,0,0,0,0,0
2744,M10796,M,297.6,306.3,1815,41.6,108,0,0,0,0,0,0
2745,L51385,L,297.6,306.3,1796,41.0,110,0,0,0,0,0,0
2746,M10797,M,297.6,306.3,1763,42.4,113,0,0,0,0,0,0
2747,L51386,L,297.6,306.3,1650,40.5,115,0,0,0,0,0,0
2748,L51387,L,297.6,306.3,1678,40.7,117,0,0,0,0,0,0
2749,L51388,L,297.6,306.3,1568,26.8,119,0,0,0,0,0,0
2750,L51389,L,297.6,306.3,1527,65.9,121,1,0,0,1,0,0
2751,L51390,L,297.6,306.3,1667,46.5,123,0,0,0,0,0,0
2752,M10798,M,297.6,306.3,1622,40.5,126,0,0,0,0,0,0
2753,H70565,H,297.6,306.4,1415,58.4,131,0,0,0,0,0,0
2754,L51391,L,297.6,306.3,1848,29.3,133,0,0,0,0,0,0
2755,H70566,H,297.6,306.3,1641,48.7,138,0,0,0,0,0,0
2756,M10799,M,297.6,306.3,1834,34.4,141,0,0,0,0,0,0
2757,H70567,H,297.6,306.3,1696,44.0,146,0,0,0,0,0,0
2758,M10800,M,297.6,306.3,1751,44.2,149,0,0,0,0,0,0
2759,M10801,M,297.6,306.3,1876,16.6,152,1,0,0,1,0,0
2760,M10802,M,297.6,306.3,1663,25.7,155,0,0,0,0,0,0
2761,M10803,M,297.7,306.4,1522,55.9,158,0,0,0,0,0,0
2762,H70568,H,297.7,306.4,1625,37.5,163,0,0,0,0,0,0
2763,L51392,L,297.7,306.4,1459,60.0,165,1,0,0,1,0,0
2764,L51393,L,297.8,306.5,1741,53.1,167,1,0,0,1,0,0
2765,L51394,L,297.8,306.5,1665,37.8,169,0,0,0,0,0,0
2766,H70569,H,297.8,306.6,1707,36.9,174,0,0,0,0,0,0
2767,L51395,L,297.8,306.6,1444,56.5,176,0,0,0,0,0,0
2768,M10804,M,297.8,306.6,1614,61.0,179,1,0,0,1,0,0
2769,H70570,H,297.8,306.6,1628,37.1,184,0,0,0,0,0,0
2770,H70571,H,297.8,306.6,1684,55.4,189,1,0,0,1,0,0
2771,L51396,L,297.8,306.6,1535,50.3,191,0,0,0,0,0,0
2772,M10805,M,297.9,306.6,1707,52.0,194,1,0,0,1,0,0
2773,H70572,H,297.9,306.6,1729,41.0,199,0,0,0,0,0,0
2774,L51397,L,297.9,306.6,1643,33.3,201,0,0,0,0,0,0
2775,M10806,M,297.8,306.5,1832,29.5,204,1,1,0,0,0,0
2776,L51398,L,297.8,306.6,1821,27.0,206,0,0,0,0,0,0
2777,M10807,M,297.8,306.6,1595,59.1,209,1,0,0,1,1,0
2778,M10808,M,297.8,306.6,1560,40.1,212,0,0,0,0,0,0
2779,L51399,L,297.8,306.5,1782,28.6,214,0,0,0,0,0,0
2780,L51400,L,297.8,306.5,1604,50.0,216,1,1,0,0,0,0
2781,L51401,L,297.7,306.5,2099,35.2,218,0,0,0,0,0,0
2782,L51402,L,297.7,306.4,1690,33.5,220,0,0,0,0,0,0
2783,M10809,M,297.7,306.4,1540,60.7,223,1,0,0,1,1,0
2784,L51403,L,297.7,306.4,1641,26.7,225,0,0,0,0,0,0
2785,L51404,L,297.8,306.5,1501,42.4,227,0,0,0,0,0,0
2786,M10810,M,297.8,306.6,1526,34.1,230,0,0,0,0,0,0
2787,M10811,M,297.8,306.6,1716,32.5,233,0,0,0,0,0,0
2788,M10812,M,297.8,306.6,1508,25.4,236,0,0,0,0,0,0
2789,H70573,H,297.8,306.6,1712,40.6,241,0,0,0,0,0,0
2790,L51405,L,297.8,306.6,1741,31.3,243,0,0,0,0,0,0
2791,H70574,H,297.8,306.6,1592,45.9,248,0,0,0,0,0,0
2792,L51406,L,297.8,306.6,1745,39.5,250,0,0,0,0,0,0
2793,M10813,M,297.8,306.6,1643,36.9,253,0,0,0,0,0,0
2794,H70575,H,297.9,306.6,1733,31.3,14,0,0,0,0,0,0
2795,H70576,H,297.9,306.6,1399,54.3,19,0,0,0,0,0,0
2796,M10814,M,297.8,306.6,1410,47.4,22,0,0,0,0,0,0
2797,M10815,M,297.8,306.6,1664,33.2,25,0,0,0,0,0,0
2798,L51407,L,297.8,306.5,1759,26.4,27,0,0,0,0,0,0
2799,M10816,M,297.8,306.5,1834,21.1,30,0,0,0,0,0,0
2800,M10817,M,297.8,306.5,1575,51.4,33,0,0,0,0,0,0
2801,H70577,H,297.8,306.5,2045,49.1,38,1,0,0,1,0,0
2802,L51408,L,297.8,306.5,1666,50.5,40,0,0,0,0,0,0
2803,L51409,L,297.8,306.5,1645,38.8,42,0,0,0,0,0,0
2804,M10818,M,297.8,306.5,1661,48.1,45,0,0,0,0,0,0
2805,L51410,L,297.8,306.5,1495,50.3,47,0,0,0,0,0,0
2806,L51411,L,297.8,306.5,1505,39.3,49,0,0,0,0,0,0
2807,L51412,L,297.8,306.5,1621,36.4,51,0,0,0,0,0,0
2808,M10819,M,297.8,306.6,1770,30.2,54,0,0,0,0,0,0
2809,L51413,L,297.8,306.6,1564,44.3,56,0,0,0,0,0,0
2810,L51414,L,297.8,306.5,1679,45.6,58,0,0,0,0,0,0
2811,L51415,L,297.9,306.6,1579,35.9,60,0,0,0,0,0,0
2812,H70578,H,297.9,306.6,1613,37.1,65,0,0,0,0,0,0
2813,M10820,M,297.9,306.6,1683,37.8,68,0,0,0,0,0,0
2814,L51416,L,297.9,306.7,1549,47.9,70,0,0,0,0,0,0
2815,L51417,L,298.0,306.7,1677,26.3,72,0,0,0,0,0,0
2816,M10821,M,298.0,306.7,1473,28.9,75,0,0,0,0,0,0
2817,L51418,L,298.1,306.8,1782,29.1,77,0,0,0,0,0,0
2818,M10822,M,298.1,306.8,1647,38.5,80,0,0,0,0,0,0
2819,L51419,L,298.1,306.9,1549,43.2,82,0,0,0,0,0,0
2820,H70579,H,298.2,306.9,1871,29.3,87,0,0,0,0,0,0
2821,L51420,L,298.2,306.9,1532,49.1,89,0,0,0,0,0,0
2822,M10823,M,298.2,306.9,1528,54.6,92,0,0,0,0,0,0
2823,L51421,L,298.2,307.0,1542,44.1,94,0,0,0,0,0,0
2824,H70580,H,298.3,307.0,1341,51.2,99,0,0,0,0,0,0
2825,H70581,H,298.2,307.0,1827,30.8,104,0,0,0,0,0,0
2826,M10824,M,298.2,307.0,1816,31.1,107,0,0,0,0,0,0
2827,L51422,L,298.2,306.9,1742,45.1,109,0,0,0,0,0,0
2828,L51423,L,298.1,306.9,1598,39.6,111,0,0,0,0,0,0
2829,H70582,H,298.1,306.9,1847,31.1,116,0,0,0,0,0,0
2830,M10825,M,298.1,306.9,1558,54.3,119,0,0,0,0,0,0
2831,L51424,L,298.2,307.0,1496,43.0,121,0,0,0,0,0,0
2832,L51425,L,298.3,307.0,1575,47.0,123,0,0,0,0,0,0
2833,L51426,L,298.2,307.0,1714,33.3,125,0,0,0,0,0,0
2834,H70583,H,298.2,307.0,1505,56.8,130,0,0,0,0,0,0
2835,M10826,M,298.3,307.0,1671,38.4,133,0,0,0,0,0,0
2836,M10827,M,298.3,307.0,1645,50.2,136,0,0,0,0,0,0
2837,M10828,M,298.3,307.0,1717,34.2,139,0,0,0,0,0,0
2838,L51427,L,298.3,307.0,1700,41.7,141,0,0,0,0,0,0
2839,L51428,L,298.2,307.0,1605,45.6,143,0,0,0,0,0,0
2840,L51429,L,298.2,306.9,1481,60.0,145,1,0,0,1,0,0
2841,M10829,M,298.2,307.0,1541,35.6,148,0,0,0,0,0,0
2842,L51430,L,298.2,307.0,1632,42.0,150,0,0,0,0,0,0
2843,L51431,L,298.2,307.0,1571,45.9,152,0,0,0,0,0,0
2844,L51432,L,298.2,306.9,1713,25.9,154,0,0,0,0,0,0
2845,L51433,L,298.1,306.9,1577,18.3,156,1,0,0,1,0,0
2846,M10830,M,298.2,307.0,1565,30.0,159,0,0,0,0,0,0
2847,L51434,L,298.2,306.9,1646,49.7,161,0,0,0,0,0,0
2848,L51435,L,298.2,307.0,1414,57.2,163,0,0,0,0,0,0
2849,M10831,M,298.2,307.0,1681,30.8,166,0,0,0,0,0,0
2850,L51436,L,298.2,307.0,1638,27.8,168,0,0,0,0,0,0
2851,L51437,L,298.2,307.0,1490,55.3,170,0,0,0,0,0,0
2852,L51438,L,298.2,307.0,1687,34.3,172,0,0,0,0,0,0
2853,H70584,H,298.2,306.9,1672,36.3,177,0,0,0,0,0,0
2854,L51439,L,298.3,307.0,1623,54.6,179,1,0,0,1,0,0
2855,M10832,M,298.2,307.0,1483,52.9,182,0,0,0,0,0,0
2856,H70585,H,298.3,307.0,1522,49.3,187,0,0,0,0,0,0
2857,M10833,M,298.3,307.0,1840,22.9,190,0,0,0,0,0,0
2858,L51440,L,298.3,307.1,1695,27.4,192,0,0,0,0,0,0
2859,M10834,M,298.3,307.1,1625,51.2,195,0,0,0,0,0,0
2860,L51441,L,298.4,307.1,1589,43.2,197,0,0,0,0,0,0
2861,L51442,L,298.3,307.1,1731,32.2,199,0,0,0,0,0,0
2862,M10835,M,298.3,307.1,1444,36.6,202,0,0,0,0,0,0
2863,L51443,L,298.4,307.2,1696,51.1,204,1,0,0,1,0,0
2864,L51444,L,298.4,307.2,1530,55.3,206,1,0,0,0,1,0
2865,L51445,L,298.5,307.2,1538,39.9,208,0,0,0,0,0,0
2866,L51446,L,298.5,307.2,1590,33.1,210,0,0,0,0,0,0
2867,L51447,L,298.5,307.2,1641,37.2,212,0,0,0,0,0,0
2868,M10836,M,298.4,307.2,1570,53.4,215,0,0,0,0,0,0
2869,H70586,H,298.4,307.2,1594,53.2,220,0,0,0,0,0,0
2870,L51448,L,298.3,307.1,1533,41.9,222,0,0,0,0,0,0
2871,M10837,M,298.3,307.1,1756,34.7,225,0,0,0,0,0,0
2872,L51449,L,298.3,307.1,1547,50.8,227,1,1,0,0,1,0
2873,L51450,L,298.3,307.1,1514,56.2,229,1,0,0,0,1,0
2874,L51451,L,298.3,307.1,1705,25.5,231,0,0,0,0,0,0
2875,L51452,L,298.3,307.1,1722,37.7,233,0,0,0,0,0,0
2876,L51453,L,298.3,307.1,2007,51.6,235,1,1,0,1,1,0
2877,L51454,L,298.3,307.1,1597,40.7,237,0,0,0,0,0,0
2878,L51455,L,298.3,307.1,1646,35.1,239,0,0,0,0,0,0
2879,M10838,M,298.3,307.1,1750,41.9,242,0,0,0,0,0,0
2880,L51456,L,298.3,307.1,1726,43.7,244,0,0,0,0,0,0
2881,L51457,L,298.3,307.1,1742,28.7,246,0,0,0,0,0,0
2882,L51458,L,298.3,307.1,1659,40.9,8,0,0,0,0,0,0
2883,M10839,M,298.2,307.1,1839,43.7,11,0,0,0,0,0,0
2884,L51459,L,298.2,307.0,1717,35.1,13,0,0,0,0,0,0
2885,M10840,M,298.2,307.1,1707,32.2,16,0,0,0,0,0,0
2886,L51460,L,298.3,307.1,1660,34.6,18,0,0,0,0,0,0
2887,L51461,L,298.3,307.1,1733,30.3,20,0,0,0,0,0,0
2888,H70587,H,298.3,307.1,1332,48.5,25,0,0,0,0,0,0
2889,L51462,L,298.2,307.1,1794,30.2,27,0,0,0,0,0,0
2890,L51463,L,298.2,307.0,1526,41.9,29,0,0,0,0,0,0
2891,L51464,L,298.2,307.0,1605,36.3,31,0,0,0,0,0,0
2892,H70588,H,298.3,307.1,1561,32.9,36,0,0,0,0,0,0
2893,M10841,M,298.3,307.0,1512,53.7,39,0,0,0,0,0,0
2894,M10842,M,298.2,307.0,1626,38.7,42,0,0,0,0,0,0
2895,H70589,H,298.3,306.2,1765,33.3,47,0,0,0,0,0,0
2896,L51465,L,298.3,307.0,1806,32.3,49,0,0,0,0,0,0
2897,H70590,H,298.4,307.1,1807,43.4,54,0,0,0,0,0,0
2898,L51466,L,298.3,307.1,2036,48.3,56,1,0,0,1,0,0
2899,M10843,M,298.3,307.1,1564,52.7,59,0,0,0,0,0,0
2900,L51467,L,298.3,307.1,1729,38.3,61,0,0,0,0,0,0
2901,L51468,L,298.3,307.1,1585,37.7,63,0,0,0,0,0,0
2902,H70591,H,298.3,307.1,1556,41.3,68,0,0,0,0,0,0
2903,L51469,L,298.4,307.1,1608,41.7,70,0,0,0,0,0,0
2904,H70592,H,298.4,307.1,1687,32.3,75,0,0,0,0,0,0
2905,L51470,L,298.4,307.1,1388,54.6,77,0,0,0,0,0,0
2906,M10844,M,298.4,307.1,1745,40.2,0,0,0,0,0,0,0
2907,H70593,H,298.4,307.1,1644,45.3,5,0,0,0,0,0,0
2908,L51471,L,298.4,307.1,1700,44.2,7,0,0,0,0,0,0
2909,H70594,H,298.3,307.1,1488,44.0,12,0,0,0,0,0,0
2910,M10845,M,298.3,307.0,1642,30.0,15,0,0,0,0,0,0
2911,M10846,M,298.3,307.0,1586,39.9,18,0,0,0,0,0,0
2912,L51472,L,298.3,307.1,1513,62.8,20,1,0,0,1,0,0
2913,M10847,M,298.3,307.0,1564,55.9,23,1,0,0,1,0,0
2914,M10848,M,298.3,307.1,1720,41.6,26,0,0,0,0,0,0
2915,L51473,L,298.3,307.1,1678,36.3,28,0,0,0,0,0,0
2916,L51474,L,298.4,307.1,1699,17.8,30,1,0,0,1,0,0
2917,L51475,L,298.3,307.0,1873,35.0,32,0,0,0,0,0,0
2918,H70595,H,298.3,307.1,1630,39.2,37,0,0,0,0,0,0
2919,L51476,L,298.3,307.1,1585,36.8,39,0,0,0,0,0,0
2920,M10849,M,298.4,307.1,1143,37.5,42,0,0,0,0,0,0
2921,H70596,H,298.3,307.1,1626,46.2,47,0,0,0,0,0,0
2922,L51477,L,298.3,307.1,1764,30.0,49,0,0,0,0,0,0
2923,L51478,L,298.3,307.1,1533,42.7,51,0,0,0,0,0,0
2924,M10850,M,298.3,307.1,1712,38.9,54,0,0,0,0,0,0
2925,L51479,L,298.3,307.0,1703,31.2,56,0,0,0,0,0,0
2926,M10851,M,298.2,307.0,1403,56.7,59,0,0,0,0,0,0
2927,M10852,M,298.2,307.0,1667,47.5,62,0,0,0,0,0,0
2928,M10853,M,298.2,307.0,1667,32.1,65,0,0,0,0,0,0
2929,L51480,L,298.2,307.0,1522,45.2,67,0,0,0,0,0,0
2930,M10854,M,298.1,306.9,1808,26.1,70,0,0,0,0,0,0
2931,M10855,M,298.1,306.9,1769,33.4,73,0,0,0,0,0,0
2932,L51481,L,298.2,306.9,1478,53.3,75,0,0,0,0,0,0
2933,M10856,M,298.2,306.9,1658,43.5,78,0,0,0,0,0,0
